"Albany							"
"Aloha							"
"Ashland							"
"Astoria							"
"Baker City						"
"Bandon							"
"Beaverton						"
"Bend							"
"Biggs Junction					"
"Boardman						"
"Brookings						"
"Burns							"
"Canby							"
"Cannon Beach					"
"Canyonville						"
"Cascade Locks					"
"Central Point					"
"Clackamas						"
"Coos Bay						"
"Coquille						"
"Cornelius						"
"Corvallis						"
"Cottage Grove					"
"Dallas							"
"Enterprise						"
"Eugene							"
"Florence						"
"Forest Grove					"
"Gladstone						"
"Gleneden Beach					"
"Gold Beach						"
"Grants Pass						"
"Gresham							"
"Halsey							"
"Hermiston						"
"Hillsboro						"
"Hines							"
"Hood River						"
"John Day						"
"Junction City					"
"Keizer							"
"King City						"
"Klamath Falls					"
"La Grande						"
"La Pine							"
"Lake Oswego						"
"Lakeview						"
"Lebanon							"
"Lincoln City					"
"Madras							"
"McMinnville						"
"Medford							"
"Milwaukie						"
"Monmouth						"
"Newberg							"
"Newport							"
"North Bend						"
"Oakridge						"
"Ontario							"
"Oregon City						"
"Pendleton						"
"Portland						"
"Prineville						"
"Redmond							"
"Reedsport						"
"Roseburg						"
"Saint Helens					"
"Salem							"
"Sandy							"
"Scappoose						"
"Seaside							"
"Sheridan						"
"Sherwood						"
"Silverton						"
"Sisters							"
"Springfield						"
"Stayton							"
"Sublimity						"
"Sunriver						"
"Sutherlin						"
"Sweet Home						"
"The Dalles						"
"Tigard							"
"Tillamook						"
"Troutdale						"
"Tualatin						"
"Umatilla						"
"Warrenton						"
"Welches							"
"West Linn						"
"White City						"
"Wilsonville						"
"Winston							"
"Woodburn						"
