"Barrington						"
"Bristol							"
"Burrillville					"
"Central Falls					"
"Charlestown						"
"Coventry						"
"Cranston						"
"Cumberland						"
"East Greenwich					"
"East Providence					"
"Exeter							"
"Foster							"
"Glocester						"
"Greenville						"
"Hopkinton						"
"Jamestown						"
"Johnston						"
"Kingston						"
"Lincoln							"
"Little Compton					"
"Middletown						"
"Narragansett					"
"New Shoreham					"
"Newport							"
"North Kingstown					"
"North Smithfield				"
"Pascoag							"
"Pawtucket						"
"Portsmouth						"
"Providence						"
"Richmond						"
"Scituate						"
"Smithfield						"
"South Kingstown					"
"Tiverton						"
"Warren							"
"Warwick							"
"West Greenwich					"
"West Warwick					"
"Westerly						"
"Woonsocket						"
