"Aiea						"
"Ewa Beach					"
"Hilo						"
"Honolulu					"
"Kahuku						"
"Kahului						"
"Kailua						"
"Kailua Kona					"
"Kamuela						"
"Kaneohe						"
"Kapaa						"
"Kapolei						"
"Kaunakakai					"
"Kihei						"
"Koloa						"
"Lahaina						"
"Laie						"
"Lanai City					"
"Lihue						"
"Makawao						"
"Maunaloa					"
"Pearl City					"
"Princeville					"
"Pukalani					"
"Volcano						"
"Wahiawa						"
"Waialua						"
"Waianae						"
"Waikoloa					"
"Wailea						"
"Wailuku						"
"Waimea						"
"Waipahu						"
