"Alma				"
"Arkadelphia			"
"Ashdown				"
"Barling				"
"Batesville			"
"Beebe				"
"Bella Vista			"
"Benton				"
"Bentonville			"
"Blytheville			"
"Booneville			"
"Brinkley			"
"Bryant				"
"Cabot				"
"Camden				"
"Carlisle			"
"Cherokee Village	"
"Clarksville			"
"Clinton				"
"Conway				"
"Crossett			"
"Delight				"
"Dermott				"
"Dumas				"
"El Dorado			"
"Eureka Springs		"
"Fairfield Bay		"
"Fayetteville		"
"Fordyce				"
"Forrest City		"
"Fort Smith			"
"Gosnell				"
"Greenwood			"
"Gurdon				"
"Hardy				"
"Harrison			"
"Heber Springs		"
"Helena				"
"Heth				"
"Hope				"
"Hot Springs			"
"Hot Springs Village	"
"Jacksonville		"
"Johnson				"
"Jonesboro			"
"Lake Village		"
"Little Rock			"
"Lonoke				"
"Magnolia			"
"Malvern				"
"Marianna			"
"Marion				"
"Maumelle			"
"McGehee				"
"Mena				"
"Monticello			"
"Morrilton			"
"Mountain Home		"
"Mountain View		"
"Nashville			"
"Newport				"
"North Little Rock	"
"Osceola				"
"Ozark				"
"Paragould			"
"Pine Bluff			"
"Pocahontas			"
"Prescott			"
"Rogers				"
"Russellville		"
"Searcy				"
"Sherwood			"
"Siloam Springs		"
"Smackover			"
"Springdale			"
"Stuttgart			"
"Texarkana			"
"Trumann				"
"Van Buren			"
"Walnut Ridge		"
"Warren				"
"West Helena			"
"West Memphis		"
"Wheatley			"
"White Hall			"
"Wynne				"
